1,55,5,875072688
1,203,4,878542231
1,183,5,875072262
1,150,5,876892196
1,68,4,875072688
1,201,3,878542960
1,157,4,876892918
1,184,4,875072956
1,210,4,878542909
1,163,4,875072442
1,271,2,887431672
1,146,4,875071561
1,176,5,876892468
1,144,4,875073180
1,53,3,876893206
1,160,4,875072547
1,33,4,878542699
1,44,5,878543541
1,97,3,875073128
1,14,5,874965706
1,263,1,875693007
1,4,3,876893119
1,17,3,875073198
1,265,4,878542441
1,25,4,875071805
1,37,2,878543030
1,251,4,875071843
1,195,5,876892855
1,148,2,875240799
1,179,3,875072370
1,158,3,878542699
1,242,5,889751633
1,153,3,876893230
1,42,5,876892425
1,101,2,878542845
1,168,5,874965478
1,128,4,875072573
1,26,3,875072442
1,123,4,875071541
1,208,5,878542960
1,248,4,874965954
1,119,5,876893098
1,135,4,875072404
1,191,5,875072956
1,187,4,874965678
1,139,3,878543216
1,166,5,874965677
1,12,5,878542960
1,90,4,878542300
1,43,4,878542869
1,78,1,878543176
1,165,5,874965518
1,116,3,878542960
1,197,5,875072956
1,198,5,878542717
1,81,5,875072865
1,258,5,878873389
1,173,5,878541803
1,47,4,875072125
1,124,5,875071484
1,233,2,878542552
1,95,4,875072303
1,213,2,876892896
1,96,5,875072716
1,217,3,876892676
1,61,4,878542420
1,185,4,875072631
1,58,4,878542960
1,63,2,878543196
1,112,1,878542441
1,30,3,878542515
1,212,4,875072895
1,262,3,875071421
1,108,5,875240920
1,138,1,878543006
1,259,1,875692979
1,247,1,875241619
1,209,4,888732908
1,89,5,875072484
1,189,3,888732928
1,218,3,876892856
1,149,2,878542791
1,2,3,876893171
1,7,4,875071561
1,107,4,875241619
1,34,2,878542869
1,268,5,875692927
1,175,5,875072547
1,75,4,878543238
1,51,4,878543275
1,151,4,875072865
1,143,1,875072631
1,240,3,875071898
1,142,2,878543238
1,21,1,878542772
1,48,5,875072520
1,24,3,875071713
1,267,4,875692955
1,54,3,878543308
1,169,5,878543541
1,118,3,875071927
1,192,4,875072547
1,178,5,878543541
1,5,3,889751712
1,103,1,878542845
1,243,1,875241390
1,87,5,878543541
1,238,4,875072235
1,156,4,874965556
1,255,2,885345822
1,46,4,876893230
1,154,5,878543541
1,214,4,875072520
1,130,3,875072002
1,241,4,878543133
1,226,3,878543176
1,100,5,878543541
1,171,5,889751711
1,86,5,878543541
1,65,4,875072125
1,66,4,878543030
1,73,3,876892774
1,77,4,876893205
1,224,5,875071484
1,23,4,875072895
1,110,1,878542845
1,36,2,875073180
1,230,4,878542420
1,161,4,875072303
1,162,4,878542420
1,41,2,876892818
1,190,5,875072125
1,199,4,875072262
1,164,3,876893171
1,57,5,878542459
1,50,5,874965954
1,39,4,875072173
1,196,5,874965677
1,113,5,878542738
1,202,5,875072442
1,106,4,875241390
1,253,5,874965970
1,129,5,887431908
1,170,5,876892856
